extension,char,codepoint
Extension A,䈂,U+4202
Extension A,䋜,U+42DC
Extension A,䱈,U+4C48
Extension A,㟧,U+37E7
Extension A,䏅,U+43C5
Extension A,㬦,U+3B26
Extension A,䇻,U+41FB
Extension A,㯙,U+3BD9
Extension A,㵐,U+3D50
Extension A,㖻,U+35BB
Extension A,䉫,U+426B
Extension A,㮁,U+3B81
Extension A,㸵,U+3E35
Extension A,㐰,U+3430
Extension A,䞃,U+4783
Extension A,䤋,U+490B
Extension A,䳲,U+4CF2
Extension A,䮱,U+4BB1
Extension A,䨦,U+4A26
Extension A,㔧,U+3527
Extension A,㧑,U+39D1
Extension A,㯯,U+3BEF
Extension A,䔻,U+453B
Extension A,䄓,U+4113
Extension A,㳹,U+3CF9
Extension A,䟬,U+47EC
Extension A,䍱,U+4371
Extension A,㴇,U+3D07
Extension A,㿱,U+3FF1
Extension A,䤥,U+4925
Extension A,㵆,U+3D46
Extension A,㪙,U+3A99
Extension A,㷧,U+3DE7
Extension A,㲄,U+3C84
Extension A,㜺,U+373A
Extension A,䢕,U+4895
Extension A,㮪,U+3BAA
Extension A,䮗,U+4B97
Extension A,䡨,U+4868
Extension A,㤝,U+391D
Extension A,㗑,U+35D1
Extension A,㣟,U+38DF
Extension A,㴔,U+3D14
Extension A,䜗,U+4717
Extension A,䏛,U+43DB
Extension A,㘥,U+3625
Extension A,㣄,U+38C4
Extension A,㙠,U+3660
Extension A,㠓,U+3813
Extension A,䨀,U+4A00
Extension A,䦈,U+4988
Extension A,㵪,U+3D6A
Extension A,㠾,U+383E
Extension A,㰒,U+3C12
Extension A,䞠,U+47A0
Extension A,䈄,U+4204
Extension A,㛻,U+36FB
Extension A,䚊,U+468A
Extension A,㞻,U+37BB
Extension A,䟘,U+47D8
Extension A,䳒,U+4CD2
Extension A,㠥,U+3825
Extension A,㣶,U+38F6
Extension A,㨭,U+3A2D
Extension A,㷰,U+3DF0
Extension A,㲎,U+3C8E
Extension A,㑤,U+3464
Extension A,㯛,U+3BDB
Extension A,䒫,U+44AB
Extension A,䌀,U+4300
Extension A,㹃,U+3E43
Extension A,䊧,U+42A7
Extension A,䐵,U+4435
Extension A,㒁,U+3481
Extension A,㮗,U+3B97
Extension A,㒒,U+3492
Extension A,㵏,U+3D4F
Extension A,䑩,U+4469
Extension A,䐈,U+4408
Extension A,㤅,U+3905
Extension A,䅐,U+4150
Extension A,䏤,U+43E4
Extension A,䪮,U+4AAE
Extension A,䠈,U+4808
Extension A,䢓,U+4893
Extension A,㲽,U+3CBD
Extension A,䓲,U+44F2
Extension A,㭝,U+3B5D
Extension A,㣛,U+38DB
Extension A,䘋,U+460B
Extension A,㐅,U+3405
Extension A,䢴,U+48B4
Extension A,㜄,U+3704
Extension A,㽇,U+3F47
Extension A,䡡,U+4861
Extension A,㷲,U+3DF2
Extension A,䙝,U+465D
Extension A,㢩,U+38A9
Extension A,㜑,U+3711
Extension A,㽢,U+3F62
Extension A,䜸,U+4738
Extension A,㨦,U+3A26
Extension A,䪳,U+4AB3
Extension A,㑆,U+3446
Extension A,䃪,U+40EA
Extension A,䄺,U+413A
Extension A,㺳,U+3EB3
Extension A,䮮,U+4BAE
Extension A,䑂,U+4442
Extension A,㴪,U+3D2A
Extension A,䧐,U+49D0
Extension A,㨉,U+3A09
Extension A,㧶,U+39F6
Extension A,䣕,U+48D5
Extension A,䕟,U+455F
Extension A,䁻,U+407B
Extension A,䢼,U+48BC
Extension A,㮞,U+3B9E
Extension A,㒰,U+34B0
Extension A,㻊,U+3ECA
Extension A,䄩,U+4129
Extension A,㝒,U+3752
Extension A,䉕,U+4255
Extension A,㬃,U+3B03
Extension A,䊇,U+4287
Extension A,䍜,U+435C
Extension A,䲞,U+4C9E
Extension A,䨥,U+4A25
Extension A,㯼,U+3BFC
Extension A,㪢,U+3AA2
Extension A,䈃,U+4203
Extension A,䛤,U+46E4
Extension A,㱳,U+3C73
Extension A,㸟,U+3E1F
Extension A,㻬,U+3EEC
Extension A,䀈,U+4008
Extension A,䜡,U+4721
Extension A,䣦,U+48E6
Extension A,㺶,U+3EB6
Extension A,䜩,U+4729
Extension A,㕡,U+3561
Extension A,䂹,U+40B9
Extension A,䛥,U+46E5
Extension A,㐸,U+3438
Extension A,㻾,U+3EFE
Extension A,㚵,U+36B5
Extension A,䎻,U+43BB
Extension A,䎯,U+43AF
Extension A,䉤,U+4264
Extension A,䘶,U+4636
Extension A,㩻,U+3A7B
Extension A,㤥,U+3925
Extension A,㒤,U+34A4
Extension A,㕛,U+355B
Extension A,㛠,U+36E0
Extension A,䆥,U+41A5
Extension A,㭏,U+3B4F
Extension A,㨱,U+3A31
Extension A,㜬,U+372C
Extension A,䅻,U+417B
Extension A,㑍,U+344D
Extension A,䡢,U+4862
Extension A,䨑,U+4A11
Extension A,䑇,U+4447
Extension A,䧔,U+49D4
Extension A,㭟,U+3B5F
Extension A,䟄,U+47C4
Extension A,䆟,U+419F
Extension A,䕈,U+4548
Extension A,㰱,U+3C31
Extension A,䆣,U+41A3
Extension A,㴜,U+3D1C
Extension A,䈤,U+4224
Extension A,䞿,U+47BF
Extension A,䄛,U+411B
Extension A,㝧,U+3767
Extension A,䚬,U+46AC
Extension A,㰀,U+3C00
Extension A,䐨,U+4428
Extension A,㒺,U+34BA
Extension A,㕵,U+3575
Extension A,䜣,U+4723
Extension A,䌓,U+4313
Extension A,㞙,U+3799
Extension A,㾿,U+3FBF
Extension A,㩒,U+3A52
Extension A,䡩,U+4869
Extension A,㵢,U+3D62
Extension A,䪕,U+4A95
Extension A,䤚,U+491A
Extension A,㛖,U+36D6
Extension A,䊎,U+428E
Extension A,䉺,U+427A
Extension A,㶓,U+3D93
Extension A,㜽,U+373D
Extension A,㯥,U+3BE5
Extension A,䍂,U+4342
Extension A,㬼,U+3B3C
Extension A,㝪,U+376A
Extension A,䎗,U+4397
Extension A,㑡,U+3461
Extension A,㢭,U+38AD
Extension A,㢜,U+389C
Extension A,㤠,U+3920
Extension A,䎤,U+43A4
Extension A,㶔,U+3D94
Extension A,㛙,U+36D9
Extension A,㻨,U+3EE8
Extension A,䤡,U+4921
Extension A,䆞,U+419E
Extension A,䂚,U+409A
Extension A,䬋,U+4B0B
Extension A,㙇,U+3647
Extension A,䧽,U+49FD
Extension A,㕗,U+3557
Extension A,䧗,U+49D7
Extension A,䍅,U+4345
Extension A,䪔,U+4A94
Extension A,㻉,U+3EC9
Extension A,㲀,U+3C80
Extension A,㜻,U+373B
Extension A,䪘,U+4A98
Extension A,䌡,U+4321
Extension A,㔾,U+353E
Extension A,䕭,U+456D
Extension A,㙯,U+366F
Extension A,㜋,U+370B
Extension A,㒊,U+348A
Extension A,䂲,U+40B2
Extension A,㾥,U+3FA5
Extension A,㣆,U+38C6
Extension A,䃲,U+40F2
Extension A,䆃,U+4183
Extension A,㜾,U+373E
Extension A,㫤,U+3AE4
Extension A,䫁,U+4AC1
Extension A,㒔,U+3494
Extension A,㙮,U+366E
Extension A,㪱,U+3AB1
Extension A,䁗,U+4057
Extension A,㟗,U+37D7
Extension A,㮥,U+3BA5
Extension A,䠦,U+4826
Extension A,㮷,U+3BB7
Extension A,䇫,U+41EB
Extension A,㨅,U+3A05
Extension A,㫓,U+3AD3
Extension A,㪽,U+3ABD
Extension A,䪹,U+4AB9
Extension A,䃏,U+40CF
Extension A,㼶,U+3F36
Extension A,䠴,U+4834
Extension A,䫯,U+4AEF
Extension A,㫗,U+3AD7
Extension A,䋟,U+42DF
Extension A,㬴,U+3B34
Extension A,㭂,U+3B42
Extension A,㨜,U+3A1C
Extension A,䋦,U+42E6
Extension A,䙺,U+467A
Extension A,䭒,U+4B52
Extension A,㴘,U+3D18
Extension A,䧁,U+49C1
Extension A,㵭,U+3D6D
Extension A,䫝,U+4ADD
Extension A,䜟,U+471F
Extension A,䝡,U+4761
Extension A,䀖,U+4016
Extension A,㕉,U+3549
Extension A,䜘,U+4718
Extension A,䖮,U+45AE
Extension A,䅅,U+4145
Extension A,㬿,U+3B3F
Extension A,䜔,U+4714
Extension A,䴋,U+4D0B
Extension A,㜫,U+372B
Extension A,䑰,U+4470
Extension A,䥜,U+495C
Extension A,㞗,U+3797
Extension A,䠑,U+4811
Extension A,㘟,U+361F
Extension A,䱂,U+4C42
Extension A,䲷,U+4CB7
Extension A,㴥,U+3D25
Extension A,㴍,U+3D0D
Extension A,㶹,U+3DB9
Extension A,䢝,U+489D
Extension A,䕝,U+455D
Extension A,㧬,U+39EC
Extension A,㳴,U+3CF4
Extension A,䞜,U+479C
Extension A,䡱,U+4871
Extension A,㕔,U+3554
Extension A,㠠,U+3820
Extension A,㕖,U+3556
Extension A,㒳,U+34B3
Extension A,䡾,U+487E
Extension A,䞁,U+4781
Extension A,䔅,U+4505
Extension A,㙓,U+3653
Extension A,䋗,U+42D7
Extension A,䦪,U+49AA
Extension A,䙘,U+4658
Extension A,㥿,U+397F
Extension A,䑲,U+4472
Extension A,䕉,U+4549
Extension A,䜛,U+471B
Extension A,䎁,U+4381
Extension A,䌢,U+4322
Extension A,㤆,U+3906
Extension A,䪊,U+4A8A
Extension A,䶜,U+4D9C
Extension A,䕫,U+456B
Extension A,䬨,U+4B28
Extension A,㣡,U+38E1
Extension A,䥶,U+4976
Extension A,㣘,U+38D8
Extension A,䉧,U+4267
Extension A,䭹,U+4B79
Extension A,䋭,U+42ED
Extension A,䄢,U+4122
Extension A,㗩,U+35E9
Extension A,㬉,U+3B09
Extension A,㘽,U+363D
Extension A,䂴,U+40B4
Extension A,䯽,U+4BFD
Extension A,䧅,U+49C5
Extension A,䒠,U+44A0
Extension A,䕻,U+457B
Extension A,䬐,U+4B10
Extension A,㯱,U+3BF1
Extension A,䔄,U+4504
Extension A,䬈,U+4B08
Extension A,㺿,U+3EBF
Extension A,䦶,U+49B6
Extension A,䬕,U+4B15
Extension A,䞣,U+47A3
Extension A,䁮,U+406E
Extension A,㜿,U+373F
Extension A,㠴,U+3834
Extension A,㯈,U+3BC8
Extension A,䙧,U+4667
Extension A,䇗,U+41D7
Extension A,䐳,U+4433
Extension A,䎙,U+4399
Extension A,㭇,U+3B47
Extension A,㴛,U+3D1B
Extension A,䊺,U+42BA
Extension A,䑤,U+4464
Extension A,㫝,U+3ADD
Extension A,䍒,U+4352
Extension A,䒞,U+449E
Extension A,䜜,U+471C
Extension A,䳋,U+4CCB
Extension A,㠊,U+380A
Extension A,㚱,U+36B1
Extension A,䏍,U+43CD
Extension A,㔺,U+353A
Extension A,㰣,U+3C23
Extension A,䋄,U+42C4
Extension A,㪫,U+3AAB
Extension A,㿿,U+3FFF
Extension A,㵧,U+3D67
Extension A,㞸,U+37B8
Extension A,䬖,U+4B16
Extension A,䈫,U+422B
Extension A,㚢,U+36A2
Extension A,䳔,U+4CD4
Extension A,䀠,U+4020
Extension A,㥋,U+394B
Extension A,㚡,U+36A1
Extension A,䧫,U+49EB
Extension A,䱔,U+4C54
Extension A,䱢,U+4C62
Extension A,䌲,U+4332
Extension A,㱏,U+3C4F
Extension A,㤲,U+3932
Extension A,䗌,U+45CC
Extension A,㼌,U+3F0C
Extension A,㜔,U+3714
Extension A,㯸,U+3BF8
Extension A,㛵,U+36F5
Extension A,㴏,U+3D0F
Extension A,䞊,U+478A
Extension A,䠆,U+4806
Extension A,㭁,U+3B41
Extension A,㽬,U+3F6C
Extension A,䰸,U+4C38
Extension A,䖁,U+4581
Extension A,㱅,U+3C45
Extension A,㣚,U+38DA
Extension A,䍮,U+436E
Extension A,䧞,U+49DE
Extension A,㻓,U+3ED3
Extension A,䀾,U+403E
Extension A,㓛,U+34DB
Extension A,䥋,U+494B
Extension A,䫾,U+4AFE
Extension A,䅛,U+415B
Extension A,䃒,U+40D2
Extension A,䪺,U+4ABA
Extension A,㤷,U+3937
Extension A,㹀,U+3E40
Extension A,䓛,U+44DB
Extension A,䎊,U+438A
Extension A,䛋,U+46CB
Extension A,䟴,U+47F4
Extension A,㞢,U+37A2
Extension A,㢶,U+38B6
Extension A,㬠,U+3B20
Extension A,㭄,U+3B44
Extension A,䰲,U+4C32
Extension A,䇥,U+41E5
Extension A,㝻,U+377B
Extension A,㦜,U+399C
Extension A,䄼,U+413C
Extension A,䦮,U+49AE
Extension A,㳒,U+3CD2
Extension A,䉈,U+4248
Extension A,㩼,U+3A7C
Extension A,㕟,U+355F
Extension A,㠈,U+3808
Extension A,䏏,U+43CF
Extension A,㺉,U+3E89
Extension A,䚣,U+46A3
Extension A,䃀,U+40C0
Extension A,㹙,U+3E59
Extension A,䌳,U+4333
Extension A,䦚,U+499A
Extension A,䐥,U+4425
Extension A,䲺,U+4CBA
Extension A,㳰,U+3CF0
Extension A,䘨,U+4628
Extension A,䗕,U+45D5
Extension A,㬯,U+3B2F
Extension A,䖵,U+45B5
Extension A,㑝,U+345D
Extension A,㳈,U+3CC8
Extension A,䘧,U+4627
Extension A,䦝,U+499D
Extension A,䕁,U+4541
Extension A,䢩,U+48A9
Extension A,䓎,U+44CE
Extension A,㓟,U+34DF
Extension A,㰁,U+3C01
Extension A,䘭,U+462D
Extension A,㜈,U+3708
Extension A,䕖,U+4556
Extension A,㚼,U+36BC
Extension A,䝑,U+4751
Extension A,䏟,U+43DF
Extension A,㣽,U+38FD
Extension A,䪸,U+4AB8
Extension A,㕅,U+3545
Extension A,㛝,U+36DD
Extension A,䲲,U+4CB2
Extension A,㹫,U+3E6B
Extension A,㯷,U+3BF7
Extension A,䚽,U+46BD
Extension A,䔨,U+4528
Extension A,㺌,U+3E8C
Extension A,䎂,U+4382
Extension A,㘙,U+3619
Extension A,㸦,U+3E26
Extension A,䱰,U+4C70
Extension A,䛇,U+46C7
Extension A,㫃,U+3AC3
Extension A,㕲,U+3572
Extension A,㘩,U+3629
Extension A,䩗,U+4A57
Extension A,䘛,U+461B
Extension A,䋽,U+42FD
Extension A,䖻,U+45BB
Extension A,䳍,U+4CCD
Extension A,㚕,U+3695
Extension A,䭓,U+4B53
Extension A,㡵,U+3875
Extension A,㡟,U+385F
Extension A,䢬,U+48AC
Extension A,䤰,U+4930
Extension A,㦋,U+398B
Extension A,䡪,U+486A
Extension A,㖼,U+35BC
Extension A,㝶,U+3776
Extension A,䲭,U+4CAD
Extension A,㭰,U+3B70
Extension A,䈑,U+4211
Extension A,䛹,U+46F9
Extension A,䀹,U+4039
Extension A,㵴,U+3D74
Extension A,㷄,U+3DC4
Extension A,䍸,U+4378
Extension A,䄀,U+4100
Extension A,㱇,U+3C47
Extension A,䞥,U+47A5
Extension A,䪓,U+4A93
Extension A,䒿,U+44BF
Extension A,㿵,U+3FF5
Extension A,䚈,U+4688
Extension A,㽘,U+3F58
Extension A,䆜,U+419C
Extension A,䭷,U+4B77
Extension A,㚑,U+3691
Extension A,㫦,U+3AE6
Extension A,䕒,U+4552
Extension A,䫥,U+4AE5
Extension A,㸛,U+3E1B
Extension A,㯴,U+3BF4
Extension A,㯿,U+3BFF
Extension A,䦢,U+49A2
Extension A,䧣,U+49E3
Extension A,䝴,U+4774
Extension A,㿰,U+3FF0
Extension A,㬭,U+3B2D
Extension A,㥉,U+3949
Extension A,㭱,U+3B71
Extension A,㚚,U+369A
Extension A,㷨,U+3DE8
Extension A,㮦,U+3BA6
Extension A,䭊,U+4B4A
Extension A,㵕,U+3D55
Extension A,䗍,U+45CD
Extension A,䮞,U+4B9E
Extension A,䔫,U+452B
Extension A,䂎,U+408E
Extension A,㵦,U+3D66
Extension A,䡻,U+487B
Extension A,䘬,U+462C
Extension A,㲺,U+3CBA
Extension A,䔖,U+4516
Extension A,䈿,U+423F
Extension A,㠻,U+383B
Extension A,䐚,U+441A
Extension A,㡣,U+3863
Extension A,䒵,U+44B5
Extension A,㤇,U+3907
Extension A,㒃,U+3483
Extension A,䅔,U+4154
Extension A,䐰,U+4430
Extension A,䅡,U+4161
Extension A,㣍,U+38CD
Extension A,䳡,U+4CE1
Extension A,㜢,U+3722
Extension A,䠿,U+483F
Extension A,䔤,U+4524
Extension A,䑆,U+4446
Extension A,㥸,U+3978
Extension A,㞵,U+37B5
Extension A,䱱,U+4C71
Extension A,㝂,U+3742
Extension A,䧦,U+49E6
Extension A,㑈,U+3448
Extension A,㪝,U+3A9D
Extension A,䡗,U+4857
Extension A,㽪,U+3F6A
Extension A,䒪,U+44AA
Extension A,㮠,U+3BA0
Extension A,䤱,U+4931
Extension A,䋮,U+42EE
Extension A,㸑,U+3E11
Extension A,㮙,U+3B99
Extension A,䠲,U+4832
Extension A,㾺,U+3FBA
Extension A,㟜,U+37DC
Extension A,㧁,U+39C1
Extension A,㶧,U+3DA7
Extension A,䤭,U+492D
Extension A,㣙,U+38D9
Extension A,䲋,U+4C8B
Extension A,䆨,U+41A8
Extension A,㪥,U+3AA5
Extension A,㥕,U+3955
Extension A,䩵,U+4A75
Extension A,㒠,U+34A0
Extension A,㬍,U+3B0D
Extension A,䨼,U+4A3C
Extension A,㗱,U+35F1
Extension A,㲵,U+3CB5
Extension A,䜢,U+4722
Extension A,䗖,U+45D6
Extension A,㰃,U+3C03
Extension A,㞐,U+3790
Extension A,㤟,U+391F
Extension A,㪴,U+3AB4
Extension A,䁂,U+4042
Extension A,䇭,U+41ED
Extension A,䘝,U+461D
Extension A,㙙,U+3659
Extension A,䴟,U+4D1F
Extension A,䃓,U+40D3
Extension A,䃶,U+40F6
Extension B,𠏄,U+203C4
Extension B,𢡯,U+2286F
Extension B,𨭭,U+28B6D
Extension B,𩥺,U+2997A
Extension B,𢉩,U+22269
Extension B,𤄷,U+24137
Extension B,𦤎,U+2690E
Extension B,𨯌,U+28BCC
Extension B,𡺿,U+21EBF
Extension B,𡏚,U+213DA
Extension B,𡸽,U+21E3D
Extension B,𩵍,U+29D4D
Extension B,𨜌,U+2870C
Extension B,𨧧,U+289E7
Extension B,𤎅,U+24385
Extension B,𤏲,U+243F2
Extension B,𨡺,U+2887A
Extension B,𠸫,U+20E2B
Extension B,𤉉,U+24249
Extension B,𨰽,U+28C3D
Extension B,𦷫,U+26DEB
Extension B,𣐾,U+2343E
Extension B,𢒖,U+22496
Extension B,𠃜,U+200DC
Extension B,𣒆,U+23486
Extension B,𡖖,U+21596
Extension B,𦐦,U+26426
Extension B,𠊄,U+20284
Extension B,𨧟,U+289DF
Extension B,𣋏,U+232CF
Extension B,𣭏,U+23B4F
Extension B,𢤻,U+2293B
Extension B,𪆶,U+2A1B6
Extension B,𦖄,U+26584
Extension B,𢉃,U+22243
Extension B,𢁾,U+2207E
Extension B,𨜼,U+2873C
Extension B,𠎐,U+20390
Extension B,𣒍,U+2348D
Extension B,𨸫,U+28E2B
Extension B,𤊵,U+242B5
Extension B,𩤥,U+29925
Extension B,𩥉,U+29949
Extension B,𣢿,U+238BF
Extension B,𢙇,U+22647
Extension B,𤩎,U+24A4E
Extension B,𡹴,U+21E74
Extension B,𧹳,U+27E73
Extension B,𢡖,U+22856
Extension B,𢓡,U+224E1
Extension B,𡑴,U+21474
Extension B,𤃷,U+240F7
Extension B,𣈅,U+23205
Extension B,𨒋,U+2848B
Extension B,𢈥,U+22225
Extension B,𥳛,U+25CDB
Extension B,𥘉,U+25609
Extension B,𡐀,U+21400
Extension B,𩓁,U+294C1
Extension B,𡌈,U+21308
Extension B,𣂁,U+23081
Extension B,𣞩,U+237A9
Extension B,𧪄,U+27A84
Extension B,𤫽,U+24AFD
Extension B,𣝅,U+23745
Extension B,𥡗,U+25857
Extension B,𨰜,U+28C1C
Extension B,𨚲,U+286B2
Extension B,𤊨,U+242A8
Extension B,𠕇,U+20547
Extension B,𠛼,U+206FC
Extension B,𠡭,U+2086D
Extension B,𧃲,U+270F2
Extension B,𠌰,U+20330
Extension B,𦷁,U+26DC1
Extension B,𤒶,U+244B6
Extension B,𥿶,U+25FF6
Extension B,𢸤,U+22E24
Extension B,𣋠,U+232E0
Extension B,𧬨,U+27B28
Extension B,𤤠,U+24920
Extension B,𢸎,U+22E0E
Extension B,𡾞,U+21F9E
Extension B,𦘶,U+26636
Extension B,𡞚,U+2179A
Extension B,𥛸,U+256F8
Extension B,𦟛,U+267DB
Extension B,𣻃,U+23EC3
Extension B,𢪛,U+22A9B
Extension B,𡈠,U+21220
Extension B,𤎥,U+243A5
Extension B,𣘇,U+23607
Extension B,𡺫,U+21EAB
Extension B,𩵋,U+29D4B
Extension B,𡬐,U+21B10
Extension B,𤯇,U+24BC7
Extension B,𠳬,U+20CEC
Extension B,𤏒,U+243D2
Extension B,𨸝,U+28E1D
Extension B,𨪍,U+28A8D
Extension B,𡷸,U+21DF8
Extension B,𤽼,U+24F7C
Extension B,𠇷,U+201F7
Extension B,𨔞,U+2851E
Extension B,𢗘,U+225D8
Extension B,𤓩,U+244E9
Extension B,𤪸,U+24AB8
Extension B,𨨅,U+28A05
Extension B,𨪀,U+28A80
Extension B,𩗄,U+295C4
Extension B,𨖇,U+28587
Extension B,𣸧,U+23E27
Extension B,𥳇,U+25CC7
Extension B,𧇪,U+271EA
Extension B,𠊙,U+20299
Extension B,𣕒,U+23552
Extension B,𤽷,U+24F77
Extension B,𡹹,U+21E79
Extension B,𡦃,U+21983
Extension B,𧻺,U+27EFA
Extension B,𩙧,U+29667
Extension B,𨝯,U+2876F
Extension B,𢰧,U+22C27
Extension B,𥨊,U+25A0A
Extension B,𦂫,U+260AB
Extension B,𦢊,U+2688A
Extension B,𡊨,U+212A8
Extension B,𧦬,U+279AC
Extension B,𤔡,U+24521
Extension B,𣆗,U+23197
Extension B,𧧅,U+279C5
Extension B,𢆉,U+22189
Extension B,𧠇,U+27807
Extension B,𨱎,U+28C4E
Extension B,𦐄,U+26404
Extension B,𥚢,U+256A2
Extension B,𣎛,U+2339B
Extension B,𢞁,U+22781
Extension B,𥿦,U+25FE6
Extension B,𣇕,U+231D5
Extension B,𨲀,U+28C80
Extension B,𡓍,U+214CD
Extension B,𦖤,U+265A4
Extension B,𨼪,U+28F2A
Extension B,𦆿,U+261BF
Extension B,𧚮,U+276AE
Extension B,𧸗,U+27E17
Extension B,𧙑,U+27651
Extension B,𤑦,U+24466
Extension B,𡍖,U+21356
Extension B,𦄰,U+26130
Extension B,𣂉,U+23089
Extension B,𡘷,U+21637
Extension B,𡸨,U+21E28
Extension B,𣝶,U+23776
Extension B,𧇮,U+271EE
Extension B,𤧈,U+249C8
Extension B,𩃎,U+290CE
Extension B,𦿟,U+26FDF
Extension B,𠮻,U+20BBB
Extension B,𨩔,U+28A54
Extension B,𣠸,U+23838
Extension B,𤪟,U+24A9F
Extension B,𢤽,U+2293D
Extension B,𤣥,U+248E5
Extension B,𣳓,U+23CD3
Extension B,𦖻,U+265BB
Extension B,𨜒,U+28712
Extension B,𨽏,U+28F4F
Extension B,𡊸,U+212B8
Extension B,𡋕,U+212D5
Extension B,𨛗,U+286D7
Extension B,𤩳,U+24A73
Extension B,𨜂,U+28702
Extension B,𣴎,U+23D0E
Extension B,𩤠,U+29920
Extension B,𥝍,U+2574D
Extension B,𢠿,U+2283F
Extension B,𤄶,U+24136
Extension B,𣸵,U+23E35
Extension B,𢝆,U+22746
Extension B,𡉁,U+21241
Extension B,𨯶,U+28BF6
Extension B,𣏧,U+233E7
Extension B,𠳲,U+20CF2
Extension B,𡟙,U+217D9
Extension B,𧬻,U+27B3B
Extension B,𧿃,U+27FC3
Extension B,𤈏,U+2420F
Extension B,𢺔,U+22E94
Extension B,𢹔,U+22E54
Extension B,𩻉,U+29EC9
Extension B,𡨭,U+21A2D
Extension B,𥘭,U+2562D
Extension B,𥡪,U+2586A
Extension B,𨸂,U+28E02
Extension B,𣾔,U+23F94
Extension B,𩽺,U+29F7A
Extension B,𡎏,U+2138F
Extension B,𨏈,U+283C8
Extension B,𧁮,U+2706E
Extension B,𡐔,U+21414
Extension B,𣸻,U+23E3B
Extension B,𨚗,U+28697
Extension B,𨥥,U+28965
Extension B,𦔦,U+26526
Extension B,𤈽,U+2423D
Extension B,𨧮,U+289EE
Extension B,𤦭,U+249AD
Extension B,𡵚,U+21D5A
Extension B,𨭽,U+28B7D
Extension B,𣷽,U+23DFD
Extension B,𠘰,U+20630
Extension B,𢓁,U+224C1
Extension B,𢚡,U+226A1
Extension B,𤨦,U+24A26
Extension B,𤧣,U+249E3
Extension B,𪃮,U+2A0EE
Extension B,𨙹,U+28679
Extension B,𨬬,U+28B2C
Extension B,𨖊,U+2858A
Extension B,𨺼,U+28EBC
Extension B,𣶢,U+23DA2
Extension B,𩨈,U+29A08
Extension B,𩒠,U+294A0
Extension B,𧺝,U+27E9D
Extension B,𤴀,U+24D00
Extension B,𧾱,U+27FB1
Extension B,𢫑,U+22AD1
Extension B,𥘚,U+2561A
Extension B,𢞯,U+227AF
Extension B,𤗿,U+245FF
Extension B,𣐒,U+23412
Extension B,𦫿,U+26AFF
Extension B,𡹐,U+21E50
Extension B,𧬈,U+27B08
Extension B,𠋩,U+202E9
Extension B,𢏫,U+223EB
Extension B,𠠎,U+2080E
Extension B,𧥮,U+2796E
Extension B,𥔜,U+2551C
Extension B,𠊅,U+20285
Extension B,𣐆,U+23406
Extension B,𦻋,U+26ECB
Extension B,𦰏,U+26C0F
Extension B,𡇌,U+211CC
Extension B,𧝥,U+27765
Extension B,𡏷,U+213F7
Extension B,𡎊,U+2138A
Extension B,𠳾,U+20CFE
Extension B,𥻓,U+25ED3
Extension B,𠅆,U+20146
Extension B,𤂸,U+240B8
Extension B,𥒘,U+25498
Extension B,𩂇,U+29087
Extension B,𩸩,U+29E29
Extension B,𥋂,U+252C2
Extension B,𩏱,U+293F1
Extension B,𣚭,U+236AD
Extension B,𣚽,U+236BD
Extension B,𪆁,U+2A181
Extension B,𤃗,U+240D7
Extension B,𣶊,U+23D8A
Extension B,𢻹,U+22EF9
Extension B,𠔹,U+20539
Extension B,𩞿,U+297BF
Extension B,𨞙,U+28799
Extension B,𨛮,U+286EE
Extension B,𧪜,U+27A9C
Extension B,𨉖,U+28256
Extension B,𨺪,U+28EAA
Extension B,𧪈,U+27A88
Extension B,𢐋,U+2240B
Extension B,𤦺,U+249BA
Extension B,𥆔,U+25194
Extension B,𠍦,U+20366
Extension B,𤣏,U+248CF
Extension B,𧵱,U+27D71
Extension B,𨛴,U+286F4
Extension B,𣙗,U+23657
Extension B,𣛧,U+236E7
Extension B,𦽽,U+26F7D
Extension B,𨭆,U+28B46
Extension B,𨦙,U+28999
Extension B,𠅠,U+20160
Extension B,𦽎,U+26F4E
Extension B,𡎒,U+21392
Extension B,𥃆,U+250C6
Extension B,𥁇,U+25047
Extension B,𢩵,U+22A75
Extension B,𩂈,U+29088
Extension B,𡦖,U+21996
Extension B,𡥪,U+2196A
Extension B,𧼼,U+27F3C
Extension B,𡺠,U+21EA0
Extension B,𥪦,U+25AA6
Extension B,𢝀,U+22740
Extension B,𠋹,U+202F9
Extension B,𡩖,U+21A56
Extension B,𦨡,U+26A21
Extension B,𡧖,U+219D6
Extension B,𪋞,U+2A2DE
Extension B,𤪘,U+24A98
Extension B,𤰐,U+24C10
Extension B,𩋆,U+292C6
Extension B,𦪽,U+26ABD
Extension B,𢛳,U+226F3
Extension B,𩣸,U+298F8
Extension B,𥕦,U+25566
Extension B,𤋌,U+242CC
Extension B,𢜛,U+2271B
Extension B,𠢧,U+208A7
Extension B,𥲠,U+25CA0
Extension B,𩃣,U+290E3
Extension B,𧦪,U+279AA
Extension B,𤥴,U+24974
Extension B,𩡁,U+29841
Extension B,𧾰,U+27FB0
Extension B,𤪌,U+24A8C
Extension B,𤮋,U+24B8B
Extension B,𥚚,U+2569A
Extension B,𩣶,U+298F6
Extension B,𠫵,U+20AF5
Extension B,𪀼,U+2A03C
Extension B,𡹜,U+21E5C
Extension B,𥄷,U+25137
Extension B,𩄛,U+2911B
Extension B,𥖝,U+2559D
